"","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","dum_Gender","dum_Customer","dum_Class","dum_satisfaction"
"41574",55,430,5,4,3,4,4,3,4,4,4,4,5,4,5,4,0,0,1,1,0,1
"41582",53,746,2,3,2,5,4,2,4,4,3,1,5,2,4,4,0,0,1,1,0,0
"41583",7,581,5,5,5,3,4,5,4,4,3,3,5,5,4,4,0,0,1,1,1,1
"41590",31,196,2,3,2,2,1,2,1,1,3,1,1,3,3,1,0,0,0,1,1,0
"41595",69,1542,4,5,4,2,3,4,5,5,5,4,5,5,5,4,0,0,0,1,0,0
"41602",13,1773,3,3,4,2,5,4,1,5,1,5,5,2,2,5,11,0,0,1,0,0
"41610",26,101,2,5,2,3,3,2,3,3,3,3,4,5,5,3,0,1,0,1,0,0
"41615",68,417,2,5,2,2,4,5,2,1,1,2,1,4,1,3,0,0,1,1,2,0
"41620",27,479,3,2,3,4,5,3,2,5,3,2,3,4,3,5,23,12,0,1,1,0
"41626",29,1774,1,4,1,3,2,1,2,2,4,3,4,4,5,2,0,0,0,1,0,0
"41628",52,919,1,5,2,2,3,4,4,1,1,2,1,5,1,4,0,0,0,1,2,0
"41636",17,395,4,1,4,2,3,4,3,3,4,1,2,4,2,3,0,0,0,1,0,1
"41637",22,397,4,2,4,3,1,4,4,1,4,1,4,2,3,1,0,0,0,1,1,1
"41646",70,272,4,5,4,3,2,4,2,2,5,4,4,5,5,2,0,0,1,1,0,0
"41647",10,391,2,4,2,3,5,2,5,5,4,2,3,2,3,5,3,0,0,1,0,0
"41658",40,116,1,4,1,4,5,1,5,5,4,4,4,5,2,5,0,10,1,1,0,0
"41660",60,227,4,5,4,1,1,4,3,1,5,4,5,4,5,1,0,0,1,1,1,0
"41661",33,349,2,1,5,3,4,5,4,4,1,5,2,4,2,4,0,0,0,1,0,0
"41678",63,1334,2,5,2,1,4,5,5,2,2,2,2,4,2,5,0,0,0,1,1,0
"41681",53,581,3,2,3,3,3,3,3,3,3,3,3,3,4,3,9,1,1,1,0,0
"41683",16,666,3,1,3,3,2,3,5,2,4,3,3,1,3,2,0,0,0,1,0,0
"41693",7,1565,1,5,1,4,3,1,3,3,3,2,5,4,5,3,6,6,0,1,0,0
"41695",59,1723,1,5,1,3,4,3,5,5,5,1,5,3,5,3,0,0,0,1,2,0
"41698",34,197,1,4,1,4,2,1,2,2,3,5,4,4,5,2,1,0,0,1,0,0
"41699",47,304,4,5,4,3,5,4,5,2,2,4,2,3,2,3,0,0,0,1,0,0
"41700",38,680,2,5,2,3,3,2,3,3,4,2,4,3,4,3,0,0,1,1,0,0
"41706",60,282,3,4,3,3,5,3,5,5,1,2,3,1,3,5,0,0,1,1,0,0
"41708",15,964,5,5,5,3,5,5,3,5,4,4,4,3,5,5,5,0,0,1,0,1
"41709",65,251,2,4,2,1,2,5,4,3,3,2,3,5,3,3,0,4,0,1,0,0
"41714",45,1416,3,5,3,5,5,5,4,2,2,3,2,3,2,5,0,0,0,1,2,0
"41715",33,109,2,5,2,4,4,2,4,4,3,4,1,1,2,4,0,3,0,1,0,0
"41719",47,1050,4,4,4,3,5,4,5,5,3,2,2,1,4,5,0,0,1,1,0,0
"41721",24,2133,2,4,2,4,5,2,5,5,3,3,4,2,3,5,0,0,0,1,0,0
"41725",13,965,5,3,5,3,1,5,1,1,3,2,4,3,4,1,0,0,1,1,2,1
"41745",24,874,3,1,3,4,4,3,1,4,4,1,3,3,4,4,3,2,0,1,0,0
"41750",23,588,3,4,2,3,2,2,2,2,4,4,3,1,4,2,0,0,0,1,0,0
"41770",57,738,2,2,2,4,4,4,4,2,2,2,2,3,2,1,9,7,0,1,0,0
"41774",9,399,1,2,1,2,4,1,4,4,3,2,3,2,3,4,4,0,1,1,0,0
"41777",29,369,2,4,2,3,4,2,4,4,1,1,4,2,4,4,1,8,0,1,2,0
"41779",62,1947,4,5,4,1,4,4,5,2,2,4,2,4,2,5,29,0,0,1,0,0
"41783",19,302,3,5,3,2,4,3,5,4,3,3,5,5,4,4,0,0,1,1,1,0
"41786",38,255,3,5,3,2,2,3,5,2,4,2,5,5,4,2,0,0,0,1,0,0
"41790",49,488,1,3,1,4,3,1,3,3,2,5,4,1,3,3,0,0,1,1,0,0
"41792",41,216,5,2,5,3,3,5,3,3,4,4,3,1,3,3,0,0,0,1,0,1
"41796",30,305,3,2,3,4,1,3,3,1,3,5,4,2,3,1,0,0,0,1,0,0
"41802",67,2454,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,0,0,1,0,0
"41804",11,696,3,5,2,1,2,2,4,2,4,4,5,5,5,2,0,0,1,1,0,0
"41809",14,1670,2,4,2,5,4,2,4,4,2,5,2,2,5,4,0,0,1,1,0,0
"41817",38,501,4,5,4,4,3,5,5,1,1,4,1,5,1,5,0,0,0,1,2,0
"41821",44,480,3,3,3,3,5,3,5,5,3,4,2,1,2,5,13,0,1,1,0,0
"41826",32,987,3,5,3,3,5,3,5,5,5,2,5,5,5,5,0,0,1,1,0,0
"41842",50,1081,4,5,4,5,2,4,2,2,2,3,2,1,4,2,16,3,1,1,0,0
"41850",60,1389,3,3,3,4,2,4,2,4,4,3,4,5,4,5,0,3,0,1,0,0
"41852",44,384,3,4,3,2,3,5,4,2,2,3,2,3,2,3,6,7,0,1,0,0
"41855",52,998,2,5,2,1,3,5,4,5,5,2,5,4,5,3,17,0,0,1,0,0
"41856",60,1660,3,3,4,3,2,4,2,2,2,1,3,1,3,2,0,0,1,1,0,0
"41865",32,247,3,4,3,5,1,3,1,1,4,4,4,3,5,1,0,0,0,1,1,0
"41866",70,432,4,5,5,3,1,5,2,5,5,5,5,1,5,2,5,0,0,1,0,1
"41869",22,189,1,4,1,2,2,1,2,2,3,5,5,3,5,2,0,0,0,1,0,0
"41879",53,2139,2,4,2,2,4,5,4,2,2,2,2,3,2,4,0,0,0,1,0,0
"41881",70,313,3,5,3,1,2,4,4,5,5,3,5,5,5,3,0,0,0,1,0,0
"41887",50,879,2,1,2,3,2,4,3,1,1,2,1,3,1,4,0,0,0,1,0,0
"41890",70,1346,3,5,3,4,2,3,2,2,5,3,4,3,5,2,0,0,1,1,0,0
"41891",51,607,4,4,4,4,3,3,3,3,3,4,3,4,3,3,9,0,0,1,0,0
"41892",40,970,1,5,1,4,2,1,2,2,5,4,5,5,4,2,0,0,0,1,0,0
"41893",37,332,2,4,2,1,1,2,1,1,5,4,5,5,5,1,0,0,0,1,0,0
"41904",15,475,1,3,1,4,3,1,3,3,1,5,4,2,4,3,0,0,1,1,0,0
"41910",18,937,2,5,2,2,1,2,1,1,5,2,2,1,1,1,0,0,0,1,0,0
"41912",30,534,4,5,4,2,3,4,3,3,3,4,5,5,5,3,0,0,1,1,0,0
"41914",37,187,2,4,2,4,5,2,2,5,5,5,5,5,4,5,0,0,1,1,0,0
"41918",34,867,5,4,5,3,3,5,1,3,3,3,2,3,3,3,0,0,0,1,0,1
"41919",48,991,4,5,5,3,5,5,4,5,3,3,5,5,4,5,7,0,1,1,0,0
"41920",44,1464,4,5,3,3,5,4,4,3,3,3,1,5,3,3,0,0,0,1,0,0
"41928",64,612,3,3,3,3,4,3,4,4,4,1,4,2,2,4,0,0,1,1,0,0
"41936",10,300,2,5,2,1,4,2,4,4,4,2,4,4,4,4,0,0,0,1,0,0
"41942",27,529,3,4,5,1,5,5,5,5,4,3,5,2,2,5,0,0,1,1,0,0
"41943",55,733,2,1,2,4,4,2,4,4,2,3,3,2,3,4,0,0,1,1,0,0
"41949",51,557,3,3,3,3,5,3,5,5,2,4,1,2,5,5,0,0,1,1,0,0
"41957",47,684,4,5,4,4,5,4,5,2,2,4,2,3,2,5,0,0,1,1,2,0
"41964",20,189,2,3,2,3,2,2,2,2,4,2,4,3,3,2,0,0,1,1,0,0
"41968",7,319,1,4,2,4,1,2,1,1,4,1,5,4,4,1,0,0,0,1,0,0
"41978",50,1972,3,3,2,2,2,2,3,3,3,2,5,3,3,2,0,8,0,1,0,0
"41987",34,361,3,4,3,1,5,3,2,5,3,5,5,3,5,5,5,0,0,1,0,0
"41992",22,317,4,4,4,3,4,4,4,4,5,3,5,4,3,4,0,0,1,1,0,0
"41997",68,1034,3,5,4,1,3,5,5,5,5,4,1,3,5,4,0,0,0,1,0,0
"41999",48,430,1,2,1,3,5,1,5,5,1,5,4,1,3,5,0,0,1,1,0,0
"42001",15,997,3,3,3,3,3,3,5,3,3,4,4,1,4,3,0,0,1,1,0,0
"42002",58,589,3,4,3,2,3,4,4,3,3,3,1,4,3,4,1,0,0,1,0,0
"42003",21,770,1,4,1,2,3,1,3,3,3,4,5,3,4,3,0,0,0,1,2,0
"42004",60,305,2,4,2,2,5,5,5,4,4,2,2,5,4,4,0,0,0,1,0,0
"42005",58,1190,3,5,3,2,3,4,4,1,1,3,1,5,1,5,0,0,0,1,0,0
"42012",67,347,3,5,3,3,4,3,5,4,3,4,5,4,4,4,0,0,1,1,0,0
"42013",57,473,2,4,2,4,4,2,5,4,3,1,3,2,3,4,2,0,1,1,0,0
"42017",66,692,3,4,3,4,3,4,5,2,2,3,2,5,2,5,0,8,0,1,0,0
"42020",28,184,3,1,3,4,4,3,4,4,4,1,4,1,3,4,14,5,0,1,0,0
"42021",64,1590,3,5,3,4,1,3,1,1,3,4,5,5,5,1,0,0,1,1,0,0
"42023",24,846,3,4,3,2,4,3,4,4,3,2,4,5,4,4,9,1,0,1,0,0
"42024",28,594,3,4,3,3,5,3,5,5,4,4,3,1,3,5,0,0,0,1,1,0
"42025",65,907,3,4,3,1,5,5,5,1,1,3,1,5,1,4,8,6,0,1,0,0
"42029",17,680,4,4,5,3,4,5,4,4,5,4,5,4,4,4,0,0,1,1,0,0
"42031",55,273,4,3,4,1,4,5,3,3,3,4,3,5,3,3,0,4,0,1,1,0
"42034",39,1995,2,4,2,5,5,2,5,5,3,5,4,4,5,5,2,11,1,1,0,0
"42035",24,164,3,4,3,4,4,3,4,4,4,4,4,3,5,4,0,0,1,1,0,0
"42036",29,744,3,5,3,3,2,3,2,2,5,4,5,4,4,2,0,2,1,1,0,0
"42045",59,680,4,5,4,4,3,4,3,3,4,5,4,3,5,3,0,0,1,1,0,0
"42046",38,1044,3,4,3,5,5,3,4,5,5,1,2,1,1,5,12,12,0,1,0,0
"42053",28,1069,2,1,2,2,4,2,4,4,3,2,1,4,2,4,0,0,1,1,0,0
"42057",55,946,2,5,3,1,3,3,3,3,5,1,1,3,3,3,0,0,1,1,0,0
"42068",69,429,3,3,2,3,5,3,4,5,5,2,5,3,5,2,0,0,0,1,1,0
"42080",12,444,4,4,4,5,1,4,1,1,4,4,5,4,5,1,0,0,1,1,0,0
"42087",40,214,5,5,5,4,1,5,1,1,3,2,4,5,5,1,0,0,1,1,1,1
"42091",54,507,1,4,1,3,5,1,5,2,2,1,2,4,2,4,0,0,0,1,2,0
"42093",56,1167,4,5,4,3,4,4,4,4,4,4,5,4,5,4,0,8,1,1,0,0
"42095",15,737,3,4,2,3,2,2,2,2,4,3,5,3,4,2,0,4,0,1,0,0
"42104",51,680,2,5,2,5,4,5,5,5,5,2,5,5,5,3,8,8,0,1,0,0
"42105",56,1315,1,5,2,3,1,2,2,1,5,4,4,3,5,1,0,0,1,1,0,0
"42111",37,297,4,4,4,4,1,4,1,1,5,2,5,5,5,1,0,6,1,1,0,1
"42117",42,164,1,2,1,4,1,4,4,3,3,1,3,1,3,4,10,2,0,1,0,0
"42126",18,861,3,4,4,1,5,4,5,5,4,5,5,4,4,5,0,0,1,1,2,0
"42131",20,335,3,4,5,5,3,5,3,3,3,5,4,4,5,3,0,0,0,1,0,0
"42137",28,210,1,4,1,4,4,1,4,4,3,1,3,1,4,4,6,1,1,1,0,0
"42142",69,735,4,5,4,3,5,4,5,5,1,3,4,1,4,5,0,0,1,1,0,1
"42144",55,1009,3,2,3,4,3,3,4,1,1,3,1,2,1,3,4,0,0,1,0,0
"42145",65,2399,2,5,1,3,1,1,1,5,4,3,4,1,4,1,0,7,1,1,0,0
"42147",22,570,2,3,2,3,5,2,5,5,1,5,3,4,4,5,0,0,1,1,0,0
"42153",50,1052,2,4,2,4,5,2,5,5,5,4,4,5,5,5,0,0,1,1,0,0
"42159",29,2161,4,1,4,4,5,4,5,5,2,4,4,2,3,5,0,0,1,1,0,0
"42168",44,1491,1,5,1,3,4,5,1,1,1,1,1,3,1,3,0,8,0,1,0,0
"42169",63,634,2,5,2,2,3,4,5,1,1,2,1,3,1,5,0,1,0,1,0,0
"42171",57,728,2,4,1,4,4,3,5,2,2,1,2,2,2,3,19,7,0,1,0,0
"42172",26,1250,4,5,3,2,1,3,1,1,5,3,4,3,5,1,0,0,0,1,0,0
"42173",38,603,3,4,3,3,3,3,3,3,5,2,5,3,4,3,0,0,0,1,0,0
"42179",54,459,2,4,2,2,4,5,5,3,3,2,3,5,3,5,0,10,0,1,0,0
"42182",56,109,2,4,2,2,1,2,1,1,5,4,5,4,5,1,0,0,1,1,0,0
"42187",60,319,3,5,2,4,2,2,3,2,2,2,2,5,2,4,0,0,0,1,0,0
"42188",70,190,3,3,3,4,2,4,3,2,2,3,2,1,2,3,1,3,0,1,0,0
"42190",25,1670,3,3,3,1,3,3,3,3,5,2,4,5,4,3,2,6,0,1,1,0
"42191",24,399,4,4,4,2,4,4,4,4,3,4,5,5,5,4,0,0,1,1,1,0
"42192",21,109,1,4,1,2,5,1,5,5,4,3,3,3,1,5,0,0,0,1,0,0
"42196",8,1208,4,2,4,4,2,4,2,2,4,1,3,2,4,2,10,0,0,1,0,0
"42197",31,365,4,1,1,3,3,1,3,3,2,2,2,4,2,3,0,0,1,1,1,1
"42198",29,589,3,4,3,3,2,3,2,2,4,3,4,5,4,2,0,0,1,1,0,0
"42200",56,544,5,3,2,4,4,4,4,4,4,2,4,4,4,2,0,0,0,1,0,1
"42201",37,376,2,5,2,4,2,4,5,5,5,2,5,5,5,3,0,12,1,1,2,0
"42207",18,259,3,5,3,4,4,3,4,4,5,4,3,4,4,4,0,0,1,1,0,0
"42209",62,2327,3,5,3,3,4,4,5,1,1,3,1,4,1,5,0,0,0,1,0,0
"42210",32,666,2,4,2,4,2,2,5,2,1,3,5,1,4,2,1,0,0,1,1,0
"42215",25,1956,3,5,3,3,2,3,2,2,3,3,4,4,5,2,0,0,0,1,0,0
"42221",19,2454,1,3,1,2,1,3,3,2,5,3,3,3,4,3,0,10,0,1,0,0
"42230",27,1027,3,4,3,3,3,3,3,3,5,5,5,4,4,3,0,0,0,1,0,0
"42232",17,2182,3,3,2,4,1,2,1,1,4,4,1,5,2,1,0,0,1,1,0,0
"42236",54,337,3,5,3,5,3,5,5,2,2,3,5,5,2,3,0,0,0,1,0,0
"42251",60,1107,4,1,4,3,1,4,1,1,4,3,3,3,2,1,13,0,1,1,0,0
"42253",63,1797,2,5,2,3,5,5,4,1,1,2,1,5,1,5,11,10,0,1,0,0
"42255",10,1235,4,5,3,1,3,3,3,3,3,2,1,1,4,3,0,0,1,1,0,1
"42261",27,571,1,5,1,2,4,1,5,4,4,3,4,5,5,4,0,0,0,1,0,0
"42264",31,2475,2,4,2,3,2,2,2,5,3,5,5,2,4,2,0,6,0,1,0,0
"42267",41,1009,2,5,2,4,3,2,3,3,5,3,4,3,5,3,0,0,0,1,0,0
"42280",25,641,1,4,1,4,1,1,1,1,4,3,5,4,5,1,0,0,0,1,0,0
"42290",53,1037,4,2,4,3,5,4,4,5,1,3,2,3,3,5,0,0,1,1,0,1
"42291",18,678,1,4,1,2,4,1,4,4,5,2,5,4,5,4,0,0,0,1,0,0
"42292",22,408,3,4,3,1,2,3,3,2,4,5,4,3,5,2,0,0,1,1,0,0
"42303",49,895,1,2,1,2,1,1,1,1,3,5,2,3,3,1,1,0,1,1,0,0
"42305",34,971,4,5,4,3,5,4,5,5,4,3,5,3,4,5,0,0,0,1,1,0
"42308",35,862,4,5,5,4,2,5,2,2,5,4,5,4,4,2,0,0,1,1,0,0
"42313",31,562,2,4,1,2,1,1,1,1,4,5,4,4,4,1,4,1,1,1,0,0
"42316",65,714,5,4,5,2,3,4,3,3,4,2,5,4,4,3,0,0,1,1,0,1
"42318",67,948,1,1,2,2,4,1,3,4,4,2,4,3,4,3,0,0,0,1,0,0
"42323",11,588,4,4,4,3,4,4,4,4,5,2,4,4,5,4,0,0,0,1,0,1
"42331",58,534,2,5,2,3,3,5,5,4,4,2,4,4,4,3,0,0,0,1,0,0
"42339",23,546,5,4,5,1,4,5,4,4,2,4,2,2,4,4,0,0,1,1,0,1
"42342",69,271,2,4,2,4,5,3,3,4,4,2,1,3,4,3,9,0,0,1,0,0
"42350",23,224,3,4,3,3,4,3,2,4,2,1,4,5,3,4,24,9,0,1,2,0
"42355",38,868,2,2,2,3,3,2,3,3,3,4,4,4,4,3,0,0,1,1,0,0
"42368",49,925,3,4,3,1,3,5,1,2,2,3,2,2,2,5,0,2,0,1,0,0
"42374",51,602,2,3,2,3,4,3,1,2,2,2,2,1,2,4,0,0,0,1,0,0
"42382",59,589,4,2,4,4,4,4,3,4,3,2,4,3,4,4,0,0,1,1,0,0
"42387",63,1546,5,5,5,4,5,3,4,3,3,5,3,3,3,5,0,0,0,1,0,1
"42393",7,967,3,4,3,2,3,3,3,3,5,3,5,3,5,3,2,0,1,1,0,0
"42395",13,788,4,5,3,3,1,3,1,1,5,4,5,5,4,1,0,0,1,1,0,1
"42397",41,86,2,3,2,2,2,2,2,2,3,5,1,5,5,2,0,0,0,1,0,0
"42398",44,317,2,1,2,3,4,2,4,4,4,3,2,1,3,4,0,0,1,1,0,0
"42402",21,717,2,5,2,3,1,2,1,1,4,3,3,2,1,1,25,7,1,1,0,0
"42409",42,602,4,2,3,4,2,3,3,2,2,3,1,2,2,1,0,5,0,1,0,0
"42429",29,328,3,4,3,3,3,3,2,3,3,2,5,5,4,3,14,8,0,1,0,0
"42443",7,423,4,5,4,3,3,4,3,3,2,2,3,2,2,3,0,0,1,1,0,0
"42447",15,624,5,1,5,4,2,5,2,2,3,3,4,4,3,2,0,0,1,1,0,1
"42456",27,481,3,4,3,3,5,3,5,5,1,5,4,3,4,5,0,0,1,1,0,0
"42457",24,158,3,5,3,2,1,3,1,1,3,4,4,5,4,1,0,10,0,1,1,0
"42458",19,583,2,3,1,3,3,1,3,3,1,5,3,4,2,3,0,0,1,1,0,0
"42459",43,153,1,4,1,3,4,1,4,4,4,4,4,4,4,4,2,0,1,1,0,0
"42461",31,646,2,1,2,3,4,2,4,4,4,5,4,2,4,4,0,0,1,1,1,0
"42463",21,109,1,5,1,4,2,1,2,2,2,1,2,5,3,2,0,9,1,1,0,0
"42466",23,329,3,2,3,2,4,3,4,4,1,1,2,3,2,4,0,0,1,1,0,0
"42467",35,1138,1,4,1,2,5,1,5,5,4,3,4,5,4,5,0,0,1,1,0,0
"42468",57,1721,3,5,3,5,4,3,5,4,4,3,4,4,4,4,0,4,0,1,0,0
"42469",16,1590,3,5,3,1,5,3,1,5,3,2,5,4,4,5,6,0,0,1,0,0
"42474",8,712,2,4,3,5,4,3,4,4,2,2,1,4,3,4,0,1,1,1,0,0
"42478",32,90,2,3,2,3,3,2,2,3,1,1,3,1,4,3,0,0,0,1,0,0
"42482",51,1482,4,4,4,3,4,4,4,4,3,4,5,3,5,4,0,0,1,1,0,1
"42483",68,646,3,4,3,4,3,3,3,3,3,2,3,3,4,3,8,11,1,1,0,0
"42487",60,1080,2,5,2,5,4,4,4,4,4,2,4,5,4,4,0,0,0,1,0,0
"42490",12,937,3,5,3,3,1,3,1,1,5,5,5,4,5,1,12,0,0,1,2,0
"42493",58,1826,4,4,4,1,3,4,4,3,3,4,3,4,3,5,11,8,0,1,1,0
"42501",37,2565,2,5,2,3,2,5,4,5,2,3,2,4,2,4,7,0,1,1,0,0
"42504",37,1089,4,5,4,3,4,4,4,4,5,3,3,2,5,4,0,0,1,1,0,1
"42513",45,473,1,4,1,2,1,1,1,1,3,2,5,2,3,1,0,0,1,1,0,0
"42520",35,226,2,4,2,5,5,2,5,5,3,3,4,4,4,5,0,4,1,1,0,0
"42521",27,550,3,4,3,4,4,3,4,4,4,4,3,4,5,4,6,0,0,1,1,0
"42524",7,1605,2,5,2,2,3,2,3,3,3,4,4,3,4,3,0,0,0,1,2,0
"42528",35,304,3,1,3,3,1,3,1,1,1,2,2,4,2,1,5,0,1,1,0,0
"42536",48,569,4,2,4,2,5,3,3,4,4,4,4,2,4,1,0,0,1,1,2,0
"42538",27,2077,2,2,2,2,2,2,2,2,1,1,2,4,1,2,0,0,1,1,0,0
"42543",23,1514,4,2,4,3,1,4,2,1,2,2,4,2,3,1,0,0,0,1,0,0
"42549",48,271,3,1,3,3,3,3,2,2,2,3,2,3,2,2,0,0,0,1,1,0
"42550",22,500,2,4,2,4,4,2,4,4,3,3,3,3,3,4,0,11,1,1,0,0
"42553",61,1111,1,5,1,3,3,4,4,2,2,1,2,4,2,5,0,1,0,1,0,0
"42559",42,647,3,2,3,1,5,1,1,2,2,3,4,2,2,4,0,0,1,1,2,0
"42561",34,175,5,5,5,4,2,5,5,2,4,3,4,4,4,2,3,5,0,1,0,1
"42584",51,134,1,5,1,2,3,5,4,1,1,1,1,4,1,4,0,0,0,1,0,0
"42593",31,190,2,5,2,5,5,2,3,5,5,3,4,3,4,5,0,0,1,1,0,0
"42599",15,402,3,1,3,3,3,3,3,3,2,5,2,1,2,3,7,2,0,1,0,0
"42600",11,802,3,1,3,2,3,3,3,3,1,3,2,2,3,3,0,0,1,1,1,0
"42607",39,964,4,4,4,3,2,4,2,2,5,3,4,5,4,2,17,0,0,1,0,1
"42610",30,844,3,4,3,4,1,3,1,1,1,3,3,2,4,1,2,0,0,1,0,0
"42614",19,493,5,5,5,1,3,5,3,3,4,5,4,3,4,3,0,0,1,1,0,1
"42618",42,1304,2,2,2,3,3,3,3,1,1,2,1,3,1,3,0,0,0,1,0,0
"42621",58,239,4,5,4,3,5,4,5,5,4,2,4,4,5,5,2,0,1,1,0,0
"42623",45,986,1,5,1,4,1,1,1,1,4,5,4,5,4,1,28,0,1,1,0,0
"42629",60,503,3,3,3,4,4,3,4,1,1,3,1,3,1,4,0,0,0,1,0,0
"42638",53,329,2,3,1,1,2,4,1,2,2,1,4,1,2,5,0,0,0,1,2,0
"42639",22,1276,4,4,3,1,4,3,4,4,4,4,5,5,5,4,0,0,1,1,0,1
"42642",28,351,3,5,3,1,5,3,5,5,3,2,4,5,4,5,0,0,1,1,0,0
"42648",47,391,1,4,1,2,5,5,4,2,2,1,2,5,2,5,0,0,0,1,0,0
"42649",29,584,3,3,3,4,3,3,3,3,3,1,4,2,4,3,0,0,0,1,0,0
"42651",44,1721,3,5,2,2,5,2,5,5,5,3,4,3,4,5,13,0,1,1,0,0
"42653",47,719,3,4,3,5,5,5,5,2,2,3,2,5,2,3,0,4,0,1,0,0
"42656",20,109,2,3,2,1,5,2,1,5,5,2,1,4,5,5,3,8,0,1,0,0
"42660",25,666,2,3,2,3,2,2,2,2,4,4,1,3,3,2,0,0,0,1,0,0
"42664",36,1172,2,3,2,4,2,2,2,2,2,2,2,3,4,2,0,0,0,1,0,0
"42670",12,1303,2,5,2,3,3,2,4,3,4,2,4,5,4,3,0,0,1,1,0,0
"42672",17,2172,3,3,3,3,5,3,5,5,4,4,3,2,2,5,5,0,0,1,0,0
"42674",46,201,2,4,2,4,2,3,4,4,4,2,4,3,4,1,6,0,0,1,2,0
"42680",24,612,1,5,1,1,4,1,4,4,5,5,4,4,5,4,0,1,0,1,1,0
"42688",33,408,3,5,5,2,2,5,2,2,5,2,5,3,5,2,2,0,1,1,1,0
"42690",19,1180,3,5,3,2,4,3,1,4,5,5,4,3,4,4,0,0,1,1,2,0
"42696",70,853,1,4,1,2,2,4,4,1,1,1,1,4,1,4,0,0,0,1,0,0
"42697",65,545,3,3,3,4,5,3,5,5,2,5,4,1,3,5,0,0,1,1,0,0
"42703",49,2556,4,2,3,4,3,1,1,2,3,4,4,1,3,1,0,2,0,1,2,0
"42705",67,1072,3,1,3,3,1,3,3,1,1,3,1,4,1,1,6,12,0,1,0,0
"42711",44,707,3,4,3,3,1,3,1,1,5,4,5,4,5,1,0,0,1,1,0,0
"42714",62,1012,2,1,2,4,1,2,1,1,4,3,4,1,4,1,0,6,1,1,0,0
"42715",45,271,4,5,4,5,2,4,5,4,4,4,4,5,4,5,6,2,0,1,1,1
"42722",12,1055,2,5,2,3,4,2,1,4,3,3,5,3,4,4,0,3,0,1,0,0
"42723",17,187,2,5,2,1,2,2,2,2,3,2,5,4,5,2,0,0,1,1,0,0
"42729",34,1047,2,5,2,4,5,2,5,5,3,4,5,4,4,5,0,0,0,1,0,0
"42735",52,453,1,5,1,1,3,4,4,3,3,1,3,3,3,4,0,0,0,1,0,0
"42738",59,587,5,3,5,3,2,5,5,2,3,1,3,4,2,2,11,5,1,1,0,1
"42746",46,328,3,1,3,4,4,4,4,4,4,3,4,2,4,3,0,0,0,1,1,0
"42757",21,404,2,4,2,3,2,2,2,2,1,4,4,3,4,2,4,4,0,1,0,0
"42758",60,820,3,4,3,4,4,3,4,4,1,1,4,2,3,4,1,0,1,1,0,0
"42765",59,997,3,4,3,3,4,3,4,4,3,2,4,4,3,4,0,0,1,1,0,0
"42769",66,371,3,3,3,3,1,4,4,1,1,3,5,3,1,2,0,0,1,1,2,0
"42771",18,1075,3,5,3,3,5,3,5,5,4,5,5,3,4,5,15,8,0,1,0,0
"42772",10,1050,3,4,3,4,2,3,2,2,5,5,5,5,5,2,0,0,0,1,1,0
"42780",55,1979,1,3,1,3,3,4,3,2,2,1,2,4,2,2,18,0,0,1,1,0
"42781",31,250,4,5,4,3,4,4,3,4,4,5,5,5,5,4,0,0,0,1,1,0
"42782",9,436,2,5,2,4,3,2,3,3,5,5,4,3,5,3,0,0,1,1,0,0
"42783",54,301,1,3,1,1,1,2,5,4,4,1,4,2,4,5,0,11,0,1,0,0
"42801",42,1558,1,4,1,2,5,1,5,5,5,5,3,5,4,5,7,0,1,1,1,0
"42803",50,874,3,4,3,2,2,3,4,2,2,4,4,2,2,2,0,0,1,1,0,0
"42804",18,109,1,4,1,4,5,1,5,5,4,4,4,4,3,5,1,2,1,1,0,0
"42806",25,391,5,4,5,3,4,5,4,4,2,4,4,1,3,4,5,1,0,1,0,1
"42817",62,376,1,5,1,2,3,1,3,3,4,5,4,5,5,3,0,0,1,1,0,0
"42827",19,2306,4,4,4,4,5,4,5,5,2,3,3,4,3,5,0,0,1,1,0,0
"42836",49,480,2,5,2,1,1,2,4,5,5,2,1,1,5,2,1,0,0,1,1,0
"42847",14,546,3,3,5,1,2,5,2,2,3,5,3,1,3,2,0,2,1,1,0,0
"42851",56,848,3,4,3,2,2,3,2,2,5,3,2,5,2,2,0,0,1,1,0,0
"42853",14,2475,5,5,5,3,1,5,1,1,1,4,5,1,2,1,8,7,0,1,0,1
"42859",39,1055,2,4,2,3,2,2,2,2,3,4,4,3,4,2,0,0,0,1,0,0
"42864",17,1056,3,5,3,2,4,3,4,4,4,2,4,5,5,4,0,0,0,1,0,0
"42866",33,402,3,4,3,4,2,3,2,2,4,2,4,5,5,2,6,4,0,1,0,0
"42871",24,534,3,5,2,2,4,2,1,4,5,2,5,3,4,4,0,9,0,1,0,0
"42872",31,834,5,1,5,3,3,1,3,3,4,3,3,1,2,3,0,0,1,1,0,1
"42878",33,252,2,4,2,1,4,2,4,4,5,4,4,4,5,4,0,0,1,1,0,0
